category;title;brand;modelSlug;brandSlug;price;oldPrice;quantity;photo;description;text;seo_title;seo_description;article;tact;power_hp;control_type;propulsion;track_width_mm;boat_type;floor_type;engine_type;engine_cc2;max_power;transmission;drive;front_susp;rear_susp;shocks;tires;wheels;track;starter;fuel_system;weight;brakes;length_width;cockpit;balloon_d;seats;max_hp;capacity;balloons_qty;rpm_range;fuel_cons;fuel_rec;trim ;leg_len ;fuel_tank ;dimensions;equipment ;char_warranty
"Лодочные моторы>>>Лодочные моторы GOLFSTREAM;Техника";Лодочный мотор Golfstream F40FES-T EFI;GOLFSTREAM;golfstream-f40fes-t-efi;lodochnye-motory-golfstream;460000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-f40fes-t-efi.jpg;40 л.с., 747 куб.см., 99 кг.;"Лодочный мотор Parsun F40FES-T EFI – это идеальный выбор для тех, кто ценит эффективность и мощность. С инжекторной системой и четырехтактным двигателем мощностью 40 лошадиных сил он обеспечивает не только высокую производительность, но и экономичное использование топлива. Оборудованный дистанционным управлением, этот мотор предоставляет возможность управлять лодку с консоли, что придает удобство и уверенность в управлении. Электрический гидроподъемник делает настройку угла наклона двигателя простой и удобной. Parsun F40FES-T EFI – это надежный и мощный мотор для эффективного использования на воде.
";;;;4;40;дистанция;винт;;;;4 тактный 3 цил. Инжектор;747;;;;;;;;;;электро;инжектор;99;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы GOLFSTREAM;Техника";Лодочный мотор Golfstream F60FEL-T EFI;GOLFSTREAM;golfstream-f60fel-t-efi;lodochnye-motory-golfstream;539000;;0;lodochnye-motory-parsun\lodochnye-motory-parsun-f60fel-t-efi.jpg;60 л.с., 996 куб.см., 114 кг.;"Лодочный мотор Parsun F60FEL-T EFI представляет собой удивительное сочетание мощности и экономичности. С инжекторной системой и четырехтактным двигателем мощностью 60 лошадиных сил, он обеспечивает надежную и эффективную работу на воде.Parsun F60FEL-T EFI – это мотор, который предоставляет мощь и экономичность для беззаботных водных приключений.
";;;;4;60;дистанция;винт;;;;4 тактный 4 цил. Инжектор;996;;;;;;;;;;электро;инжектор;114;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы GOLFSTREAM;Техника";Лодочный мотор Golfstream F100FEL-T EFI;GOLFSTREAM;golfstream-f100fel-t-efi;lodochnye-motory-golfstream;899000;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-2.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-3.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-4.jpg";100 л.с., 1832 куб.см., 185 кг.;"Лодочный мотор Parsun F100FEL-T-EFI представляет собой эпицентр мощи на воде. Этот надежный и мощный мотор мощностью в 100 лошадиных сил обеспечивает высочайшую производительность. С дистанционным управлением он гарантирует удобство и простоту управления, позволяя легко маневрировать и контролировать лодку. Parsun F100FEL-T-EFI – это идеальный выбор для тех, кто ищет надежный и мощный в использовании мотор для своих водных приключений.
";;;;4;100;дистанция;винт;;;;4 тактный 4 цил. Инжектор;1832;;;;;;;;;;электро;инжектор;185;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Лодочные моторы>>>Лодочные моторы GOLFSTREAM;Техника";Лодочный мотор Golfstream F115FEL-T EFI;GOLFSTREAM;golfstream-f115fel-t-efi;lodochnye-motory-golfstream;899000;;0;"lodochnye-motory-parsun\lodochnye-motory-parsun-f115fel-t-efi.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-1.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-2.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-3.jpg; lodochnye-motory-parsun\lodochnye-motory-parsun-f100fel-t-efi-4.jpg";115 л.с., 1832 куб.см., 185 кг.;"Лодочный мотор — это сердце водного судна, обеспечивающее его движение и маневренность. Подбор надежного и эффективного мотора ключевой для безопасности и удовольствия от водного отдыха. Лодочный мотор Golfstream F115FEL-T EFI представляет собой современную разработку, сочетающую в себе мощность, инновационные технологии и доступную стоимость. Компания ""Мир моторов"", заняты в сфере продажи водного и снежного транспорта, предлагает широкий ассортимент товаров для энтузиастов активного отдыха и профессионалов. В этот раз мы обсудим почему именно мотор Golfstream F115FEL-T EFI станет надежным выбором для вашей лодки.";;;;4;115;дистанция;винт;;;;4 тактный 4 цил. Инжектор;1832;;;;;;;;;;электро;инжектор;185;;;;;;;;;;;;;;;;Топливный бак 24л., шланг топливный с грущей и коннекторам, машинка газ реверс, троса газ реверс, комплект для установки дистанционного управления, тахометр, набор ключей.;2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 900 WT;AODES;snowcross-900-wt;snegohody-aodes;1390000;;0;snegohody-aodes\AODES-SNOWCROSS-900-1.jpg;82 л.с.,, гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 900 WT.
SNOWCROSS 900 WT — это утилитарно-туристический снегоход с атмосферным рядным двигателем на рычажной подвеске в богатой комплектации для тех, кто ценит комфорт, надежность и уверенность на любом зимнем маршруте.

Атмосферный трехцилиндровый двигатель объемом 899 см³ мощностью 90 л.с., передняя подвеска на А-образных рычагах, задняя подвеска EasyRide с подпружиненной задней кареткой, широкая гусеница 508 мм, трансмиссия с пониженной передачей и современная LCD-приборная панель 10.25 дюймов — все, что нужно для комфортных поездок и высокой функциональности в любых условиях.

Snowcross 900 WT сочетает в себе отличную проходимость, плавность хода и продуманную эргономику. Снегоход уверенно чувствует себя как на укатанных зимних трассах, так и в глубоком снегу, сохраняя комфорт водителя и пассажира даже во время длительных поездок.

Широкая гусеница, надежная подвеска и тяговитый двигатель делают модель отличным выбором для длительных путешествий, поездок на охоту и рыбалку, перевозки снаряжения, буксировки саней-волокуш и ежедневной эксплуатации вдали от дорог.";;;;4;;;;;;;3 цил. рядный 4 тактный жидкостного охлаждения сухой картер;899;90;вариатор;;Двойные А-образные рычаги /EasyRide;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*508/44;;инжектор;290;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 10.25 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья; LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 10.25 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп, порт зарядки аккумулятора с индикацией заряда, зеркала заднего вида.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 900 SWT;AODES;snowcross-900-swt;snegohody-aodes;1450000;;0;snegohody-aodes\AODES-SNOWCROSS-900.jpg;82 л.с.,, гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 900 SWT.
SNOWCROSS 900 SWT SC — это утилитарно-туристический снегоход с атмосферным рядным двигателем и рычажной подвеской для эксплуатации в глубоком снегу для тех, кто привык ехать дальше других.

Атмосферный трехцилиндровый двигатель объемом 899 см³ мощностью 90 л.с., передняя подвеска на А-образных рычагах, задняя подвеска EasyRide с подпружиненной задней кареткой, супер широкая гусеница 609 мм, современная LCD-приборная панель 10.25 дюймов и трансмиссия с пониженной передачей обеспечивают высокий уровень проходимости и уверенную тягу даже под нагрузкой при дальних поездках.

Супер широкая гусеница (SWT) обеспечивает дополнительную устойчивость и уверенное движение по глубокому рыхлому снегу, позволяя полностью сосредоточиться на маршруте.

Модель отлично подходит для охотников, рыбаков и любителей дальних путешествий, которым важно сохранять контроль и комфорт там, где еще нет следов цивилизации.";;;;4;;;;;;;3 цил. рядный 4 тактный жидкостного охлаждения сухой картер;899;90;вариатор;;Двойные А-образные рычаги /EasyRide;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*609/44;;инжектор;316;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 10.25 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья; LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 10.25 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп, порт зарядки аккумулятора с индикацией заряда, зеркала заднего вида.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 900 LTS WT;AODES;snowcross-900-lts-wt;snegohody-aodes;1380000;;0;snegohody-aodes\AODES-SNOWCROSS-900-LTS.jpg;82 л.с.,, гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 900 WT.
SNOWCROSS 900 LTS WT — утилитарный снегоход с телескопической подвеской и атмосферным рядным двигателем, созданный для уверенного передвижения по лесным тропам, зимникам и сложному пересеченному рельефу.

Атмосферный трехцилиндровый двигатель объемом 899 см³ мощностью 90 л.с., телескопическая передняя подвеска, задняя подвеска EasyRide с подпружиненной кареткой, широкая гусеница 508 мм и трансмиссия с пониженной передачей позволяют уверенно чувствовать себя в самых разных условиях эксплуатации.

Телескопическая подвеска отлично справляется с неровностями маршрута и обеспечивает высокий уровень надежности при движении среди деревьев, кустарника и в условиях плотного леса. Благодаря продуманной конструкции и эргономике снегоход остается комфортным и износостойким при самых агрессивных рельефных и погодных условиях.

SNOWCROSS 900 LTS WT станет надежным спутником для тех, кто привык прокладывать собственные маршруты вдали от цивилизации.";;;;4;;;;;;;3 цил. рядный 4 тактный жидкостного охлаждения сухой картер;899;90;вариатор;;Телескопическая;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*508/44;;инжектор;290;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 10.25 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья; LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 10.25 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп, порт зарядки аккумулятора с индикацией заряда, зеркала заднего вида.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 900 LTS SWT;AODES;snowcross-900-lts-swt;snegohody-aodes;1440000;;0;snegohody-aodes\AODES-SNOWCROSS-900-LTS-1;82 л.с.,, гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 900 SWT.
SNOWCROSS 900 LTS SWT — утилитарный снегоход с телескопической подвеской, суперширокой гусеницей и атмосферным рядным двигателем, созданный для уверенного передвижения по сложному пересеченному рельефу.

Атмосферный трехцилиндровый двигатель объемом 899 см³ мощностью 90 л.с., телескопическая подвеска, супер широкая гусеница 609 мм, задняя подвеска EasyRide с подпружиненной кареткой и трансмиссия с пониженной передачей обеспечивают уверенное движение по глубокому снегу и сложному рельефу.

Модель создана для дальних маршрутов, охоты, рыбалки и работы вдали от населенных пунктов. Телескопическая подвеска помогает уверенно преодолевать препятствия, а увеличенная площадь контакта гусеницы со снегом повышает проходимость на рыхлых покрытиях.

Этот снегоход создан для тех, кто выбирает свободу передвижения без ограничений.";;;;4;;;;;;;3 цил. рядный 4 тактный жидкостного охлаждения сухой картер;899;90;вариатор;;Телескопическая;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*609/44;;инжектор;316;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 10.25 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья; LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 10.25 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп, порт зарядки аккумулятора с индикацией заряда, зеркала заднего вида.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 900 TURBO WT;AODES;snowcross-900-turbo-wt;snegohody-aodes;1590000;;0;snegohody-aodes\AODES-SNOWCROSS-900-1.jpg;174 л.с., 899 куб. см., гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 900 WT.
SNOWCROSS 900 TURBO WT — новый флагман линейки снегоходов AODES 2027 года, сочетающий впечатляющую мощность 174 л.с., высокий уровень оснащения и уверенность на любом зимнем маршруте.

Турбированный трехцилиндровый двигатель объемом 899 см³ мощностью 174 л.с., подвеска на двойных А-образных рычагах, широкая гусеница 508 мм, задняя подвеска EasyRide с подпружиненной кареткой и богатое оснащение выводят комфорт и производительность на новый уровень.

Этот снегоход одинаково уверенно чувствует себя как на скоростных туристических маршрутах, так и на сложном зимнем бездорожье. Высокий запас мощности позволяет легко перевозить груз, двигаться с пассажиром и сохранять уверенность на любом покрытии.

SNOWCROSS 900 TURBO WT создан для райдеров, которые привыкли получать больше от своей техники.";;;;4;;;;;;;3 цил. рядный 4 тактный жидкостного охлаждения сухой картер;899;174;вариатор;;Двойные А-образные рычаги /EasyRide;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*508/44;;инжектор;290;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 10.25 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья; LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 10.25 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп, порт зарядки аккумулятора с индикацией заряда, зеркала заднего вида.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 900 TURBO SWT;AODES;snowcross-900-turbo-swt;snegohody-aodes;1640000;;0;snegohody-aodes\AODES-SNOWCROSS-900.jpg;174 л.с., 899 куб. см. TURBO,, гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 900 SWT.
SNOWCROSS 900 TURBO SWT SC — новый флагман линейки снегоходов AODES 2027 года, сочетающий экстремальную мощность турбированного двигателя и максимальную проходимость супер широкой гусеницы.

Турбированный трехцилиндровый двигатель объемом 899 см³ мощностью 174 л.с., подвеска на двойных А-образных рычагах, суперширокая гусеница 609 мм, задняя подвеска EasyRide с подпружиненной кареткой, трансмиссия с пониженной передачей — создают исключительные возможности снегохода на разных условиях рельефа.

Даже самые сложные маршруты становятся доступными благодаря огромному запасу мощности и широкому пятну контакта гусеницы со снегом. Модель идеально подойдет для дальних экспедиций, активного отдыха и профессиональной эксплуатации в суровых условиях.";;;;4;;;;;;;3 цил. рядный 4 тактный жидкостного охлаждения сухой картер;899;174;вариатор;;Двойные А-образные рычаги /EasyRide;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*609/44;;инжектор;316;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 10.25 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья; LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 10.25 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп, порт зарядки аккумулятора с индикацией заряда, зеркала заднего вида.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 800 WT;AODES;snowcross-800-wt;snegohody-aodes;950000;;0;"snegohody-aodes\AODES-SNOWCROSS- desert-1.jpg; snegohody-aodes\AODES-SNOWCROSS- desert-2.jpg; snegohody-aodes\AODES-SNOWCROSS- desert-3.jpg; snegohody-aodes\AODES-SNOWCROSS- desert-4.jpg;";60 л.с., 800 куб. см.,, гусеница 3923*508;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 800 WT.
SNOWCROSS 800 WT — доступный утилитарно-туристический снегоход для ежедневной эксплуатации, путешествий и работы по хозяйству. Простая и проверенная конструкция делает его отличным выбором для тех, кто ценит практичность и уверенность в технике.

Проверенный V-образный двухцилиндровый двигатель объемом 800 см³ мощностью 60 л.с., рычажная передняя подвеска, широкая гусеница 508 мм и современное оснащение обеспечивают комфортную эксплуатацию в любых зимних условиях.

Модель легко справляется с перевозкой снаряжения, поездками на охоту и рыбалку, а также ежедневными маршрутами по заснеженной местности. Продуманная эргономика и высокий уровень комфорта позволяют проводить за рулем много часов без усталости.";;;;4;;;;;;;2 цил. V-образный, 4 тактный жидкостного охлаждения;800;60;вариатор;;Двойные А-образные рычаги /EasyRide;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*508/44;;инжектор;268;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 6.28 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья;LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 6.8 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 800 SWT;AODES;snowcross-800-swt;snegohody-aodes;995000;;0;"snegohody-aodes\AODES-SNOWCROSS- desert-1.jpg; snegohody-aodes\AODES-SNOWCROSS- desert-2.jpg; snegohody-aodes\AODES-SNOWCROSS- desert-3.jpg; snegohody-aodes\AODES-SNOWCROSS- desert-4.jpg;";60 л.с., 800 куб. см.,, гусеница 3923*600;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 800 WT.
SNOWCROSS 800 SWT SC — утилитарно-туристический снегоход с суперширокой гусеницей для далеких путешествий и работ по хозяйству. Доступный снегоход с проверенной конструкцией и комфортной эргономикой.

Проверенный V-образный двухцилиндровый двигатель объемом 800 см³ мощностью 60 л.с., рычажная передняя подвеска и суперширокая гусеница шириной 609 мм обеспечивают отличную проходимость и стабильность на рыхлом снегу.

Модель уверенно чувствует себя на целине, помогает перевозить необходимое снаряжение и сохраняет комфорт даже в самых продолжительных поездках. Благодаря сбалансированной конструкции снегоход остается удобным и предсказуемым в управлении.";;;;4;;;;;;;2 цил. V-образный, 4 тактный жидкостного охлаждения;800;60;вариатор;;Двойные А-образные рычаги /EasyRide;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*609/44;;инжектор;288;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 6.28 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья;LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 6.8 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SNOWCROSS 800 LTS SWT;AODES;snowcross-800-lts-swt;snegohody-aodes;995000;;0;"snegohody-aodes\AODES-Siberiacross-red-1.jpg; snegohody-aodes\AODES-Siberiacross-red-2.jpg; snegohody-aodes\AODES-Siberiacross-red-3.jpg; snegohody-aodes\AODES-Siberiacross-red-4.jpg";60 л.с., 800 куб. см.,, гусеница 3923*600;"Абсолютная новинка сезона 2026 снегоход SNOWCROSS 800 LTS SWT.
SNOWCROSS 800 LTS SWT — доступный утилитарный снегоход с телескопической подвеской для тех, кто часто передвигается по лесным маршрутам и сложному пересеченному рельефу.

V-образный двухцилиндровый двигатель объемом 800 см³ мощностью 60 л.с., телескопическая передняя подвеска, суперширокая гусеница 609 мм и современное оснащение обеспечивают комфортную и уверенную эксплуатацию и движение в сложной лесной местности с препятствиями.

Телескопическая подвеска помогает легче преодолевать сложные участки маршрута, а суепр широкая гусеница обеспечивает высокую проходимость на рыхлом снегу. Такой набор характеристик делает модель универсальным решением для работы, отдыха и дальних поездок.";;;;4;;;;;;;2 цил. V-образный, 4 тактный жидкостного охлаждения;800;60;вариатор;;Телескопическая;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3925*609/44;;инжектор;288;гидравлические;;;;;;;;;;;;;42;3240*1200*1500;"LCD дисплей приборной панели 6.28 дюймов: спидометр, тахометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья;LED фара головного света. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, Обогрев курка газа, Обогрев сиденья водителя; Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 6.8 дюйма, совместимость с популярными снегоходными аксессуарами, фаркоп.";2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SIBERIACROSS 1000 SWT;AODES;siberiacross-1000-swt;snegohody-aodes;995000;;0;"snegohody-aodes\AODES-Siberiacross-red-1.jpg; snegohody-aodes\AODES-Siberiacross-red-2.jpg; snegohody-aodes\AODES-Siberiacross-red-3.jpg; snegohody-aodes\AODES-Siberiacross-red-4.jpg";87 л.с.,, гусеница 3923*600;"AODES SIBERIACROSS — это утилитарные снегоходы на телескопической подвеске с богатым оснащением и высоким уровнем надежности для преодоления сложных рельефов при выполнении рабочих задач.

V-образный двигатель 1000 см³ мощностью 87 л.с., суперширокая гусеница 609 мм, телескопическая подвеска, трансмиссия с пониженной передачей, LCD приборная панель 6.8 дюйма.

Модель с телескопической передней подвеской — идеальное сочетание мощности, надежности и комфорта для самой суровой эксплуатации в условиях глухих лесов, тайги и просто для уверенной эксплуатации на каждый день.

Телескопическая подвеска прощает преодоление разной сложности рельефа, а 2 варианта гусениц 508 мм и 609 мм позволяют выбрать модель для конкретных нужд — отправиться в далекое путешествие или на охоту и рыбалку — выбор за вами.";;;;4;;;;;;;2 цил. V-образный, 4 тактный жидкостного охлаждения;976;87;вариатор;;Телескопическая;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3923*609/45;;инжектор;354;гидравлические;;;;;;;;;;;;;42;3222*1089*1533;ЖК приборная панель 6,8 дюйма: спидометр, тахометр, одометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, курка газа, сиденья водителя. Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 6,8 дюйма, совместимость с популярными снегоходными аксессуарами, ТСУ.;2 года
"Снегоходы>>>Снегоходы AODES;Техника";Снегоход AODES SIBERIACROSS 1000 WT;AODES;siberiacross-1000-wt;snegohody-aodes;995000;;0;"snegohody-aodes\AODES-Siberiacross-red-1.jpg; snegohody-aodes\AODES-Siberiacross-red-2.jpg; snegohody-aodes\AODES-Siberiacross-red-3.jpg; snegohody-aodes\AODES-Siberiacross-red-4.jpg";87 л.с.,, гусеница 3923*500;"AODES SIBERIACROSS — это утилитарные снегоходы на телескопической подвеске с богатым оснащением и высоким уровнем надежности для преодоления сложных рельефов при выполнении рабочих задач.

V-образный двигатель 1000 см³ мощностью 87 л.с., суперширокая гусеница 609 мм, телескопическая подвеска, трансмиссия с пониженной передачей, LCD приборная панель 6.8 дюйма.

Модель с телескопической передней подвеской — идеальное сочетание мощности, надежности и комфорта для самой суровой эксплуатации в условиях глухих лесов, тайги и просто для уверенной эксплуатации на каждый день.

Телескопическая подвеска прощает преодоление разной сложности рельефа, а 2 варианта гусениц 508 мм и 609 мм позволяют выбрать модель для конкретных нужд — отправиться в далекое путешествие или на охоту и рыбалку — выбор за вами.";;;;4;;;;;;;2 цил. V-образный, 4 тактный жидкостного охлаждения;976;87;вариатор;;Телескопическая;Склизовая, пружинная, с гидравлическим амортизатором;Газомасляные амортизаторы с регулировками;;;3923*508/45;;инжектор;318;гидравлические;;;;;;;;;;;;;42;3222*1089*1533;ЖК приборная панель 6,8 дюйма: спидометр, тахометр, одометр, счётчик м\ч и пробега, индикация включённой передачи, температуры, указатель уровня топлива, индикация подогрева ручек руля, курка газа, сиденья. Передний и задний бампер, ветровое стекло. Обогрев рукояток руля, курка газа, сиденья водителя. Разъем для обогрева шлема, багажный отсек 15л. под сиденьем, перчаточный ящик, съемное сиденье пассажира, ЖК приборная панель 6,8 дюйма, совместимость с популярными снегоходными аксессуарами, ТСУ.;2 года
